Serial_No,Full_Name,Date_of_Birth,Age,Gender,Weight (kg),Height (cm),Contact_No,Date_of_Previous_Blood_Donation,Date_of_Next_Blood_Donation,Availability,Longitude,Latitude,Address,NIC No,Blood Group,Previous Blood Donated Campaign
Y17/D01055,Jed Vaughn,9/19/1986,33,Male,99.06,149.19,776372733,4/11/2020,8/1/2020,Available,6.935065,80.001703,"Colombo-Hanwella Low Level Road, Siyambalagas Junction, Western Province, LK",19868709364V,A+,CA/00156
Y17/D01056,Agustin Leopoldo,11/27/1993,26,Male,96.92,150.99,715837482,5/18/2020,9/7/2020,Available,6.877355,79.925585,"Thalawathugoda road, Sri Jayawardenapura Kotte, Western Province 10120, LK",19935131489V,B+,CA/00157
Y17/D01058,Reid Gerard,8/31/1993,26,Male,72.94,171.14,776712741,6/3/2020,9/23/2020,Available,6.914184,80.042691,"Colombo-Hanwella Low Level Road, Siyambalagas Junction, Western Province, LK",19936434154V,A+,CA/00158
Y17/D01059,Everette Florencio,1/12/1981,39,Male,105.62,143.68,715837482,1/27/2020,5/19/2020,Available,6.941864,80.20375,"Farnham Division Road, Kiriwandala South, Western Province, LK",19816136104V,O+,CA/00159
Y17/D01060,Roy Mohamed,10/23/1999,20,Female,82.54,163.07,715837482,2/17/2020,6/9/2020,Available,6.96202,80.03698,"Malwana Dekatana road, Mukalana WP, Western Province 11672, LK",19992039875V,B+,CA/00160
Y17/D01061,Chad Milton,3/5/2000,20,Male,85.67,160.45,776712741,2/22/2020,6/14/2020,Available,6.972867,80.203467,"Kudagama Road, Avissawella, Western Province, LK",20006273679V,O+,CA/00161
Y17/D01062,Alan Gail,2/10/1975,45,Male,82.63,163,776712741,5/28/2020,9/17/2020,Available,6.86854,80.061353,"Artigala Road, Nawalamulla, Western Province 10200, LK",19757706141V,AB+,CA/00162
Y17/D01063,Emory Jeffery,7/13/1986,33,Male,74.19,170.09,710113861,4/22/2020,8/12/2020,Available,6.819707,80.070506,"Liyanwala - Kurugala - Madulawa Road, Padukka WP, Western Province 10500, LK",19866413412V,A+,CA/00163
Y17/D01064,Lee Bernardo,6/27/1982,37,Male,60.29,181.78,776712741,4/12/2020,8/2/2020,Available,6.847118,79.926345,"Saveena, Boralesgamuwa, Western Province 10280, LK",19824292538V,O+,CA/00164
Y17/D01065,Sebastian Jacinto,9/30/2002,17,Male,76.48,168.17,710113861,6/10/2020,9/30/2020,Not Available,6.853859,80.04995,"Nawalamulla Road, Naduhena Junction, Western Province 10200, LK",20024734969V,B+,CA/00165
Y17/D01066,Danial Lemuel,11/2/1983,36,Male,97.97,150.11,715837482,4/17/2020,8/7/2020,Available,6.853625,80.19444,"Kalatuwawa Tank, Labugama, Western Province, LK",19833290636V,B+,CA/00166
Y17/D01068,Jean Wes,5/21/1999,20,Female,69.98,173.63,715837482,4/7/2020,7/28/2020,Available,6.852808,79.861427,"Anura's Place, Dehiwala, Western Province 10370, LK",19995311956V,A+,CA/00167
Y17/D01069,Rory Edwardo,12/29/1994,25,Male,105.76,143.57,715837482,5/22/2020,9/11/2020,Available,6.813734,79.995787,"Moragahahena Road, Diyagama, Western Province 10320, LK",19941162844V,AB+,CA/00168
Y17/D01070,Drew Lino,8/16/1991,28,Female,52.73,188.13,776372733,3/17/2020,7/7/2020,Available,6.758461,79.885904,"Koralawella, Moratuwa, Western Province 10400, LK",19917062760V,B+,CA/00169
Y17/D01071,Darin Korey,2/22/1988,32,Male,81.73,163.76,776712741,3/13/2020,7/3/2020,Available,6.802476,80.199895,"Udagama Road, , Sabaragamuwa Province, LK",19884406649V,B+,CA/00170
Y17/D01073,Jamar Paris,6/13/1990,29,Male,88.68,157.91,776712741,6/1/2020,9/21/2020,Available,6.90274,80.125965,"Kaluaggala-Labugama-Kalatuwawa Road, Waga, Western Province, LK",19905304465V,AB+,CA/00171
Y17/D01074,Gene Carrol,5/7/1993,26,Female,54.61,186.54,710113861,5/16/2020,9/5/2020,Available,6.943512,79.957669,"Kelaniya-Biyagama Road, , Western Province 11640, LK",19931994314V,B+,CA/00172
Y17/D01075,Eusebio Charley,4/6/2001,19,Male,55.45,185.84,776712741,11/28/2020,3/19/2020,Available,6.786776,79.936605,"Gonamadittha road, Kesbewa, Western Province 10300, LK",20017922326V,AB+,CA/00173
Y17/D01076,Israel Major,12/6/2002,17,Male,103.86,145.16,710113861,12/19/2020,4/9/2020,Available,6.792442,79.924952,"Piliyandala- Batakettara-Madapatha Road, Batakettara, Western Province 10300, LK",20026713886V,A+,CA/00174
Y17/D01077,Tyler Myron,12/11/1982,37,Male,56.4,185.04,776372733,7/18/2020,11/7/2020,Available,6.946787,80.101093,"Kaluaggala-Akarawita Road, , Western Province 10730, LK",19829660183V,B+,CA/00175
Y17/D01078,Elbert Lionel,1/7/2001,19,Male,57.9,183.78,710113861,9/8/2020,12/29/2020,Available,6.856764,80.089833,"High Level Road, Meepe, Western Province 10500, LK",20019346039V,O+,CA/00176
Y17/D01080,Darren Roger,4/9/2001,19,Male,55.18,186.07,715837482,8/31/2020,12/21/2020,Available,6.882385,80.191022,"Pagnangula Road, Hewainna, Sabaragamuwa Province, LK",20018701535V,AB+,CA/00177
Y17/D01081,Arden Erick,10/20/1988,31,Female,54.74,186.43,715837482,7/30/2020,11/19/2020,Available,6.927105,80.218498,"Avissawella - Ratnapura Road, Meennana, Sabaragamuwa Province, LK",19886320152V,A+,CA/00178
Y17/D01082,Elliot Arnoldo,12/12/1981,38,Male,104.67,144.48,776712741,11/12/2020,3/3/2020,Available,6.852808,79.861427,"Anura's Place, Dehiwala, Western Province 10370, LK",19814532621V,O+,CA/00179
Y17/D01084,Boris Kurtis,9/10/1987,32,Male,52.38,188.42,715837482,10/29/2020,2/18/2020,Available,6.808874,80.192427,"Udagama Road, , Sabaragamuwa Province, LK",19871611790V,O+,CA/00180
Y17/D01085,Jeromy Jackson,7/20/1988,31,Male,79.73,165.44,776372733,9/3/2020,12/24/2020,Available,6.816389,80.110325,"Mahingala-Udumulla Road, Malagala WP, Western Province 10500, LK",19884637289V,B+,CA/00181
Y17/D01086,Long Riley,3/16/1993,27,Male,109.72,140.24,776372733,8/31/2020,12/21/2020,Available,6.962126,79.931118,"Abandoned Railway, Kelaniya, Western Province 11300, LK",19932150109V,O+,CA/00182
Y17/D01088,Woodrow Rodger,12/29/2001,18,Male,92.91,154.36,776712741,7/6/2020,10/26/2020,Available,6.734669,79.936125,"Bekkegama Road, Panadura, Western Province 12500, LK",20015734673V,A+,CA/00183
Y17/D01089,Jarrod Jay,12/11/1998,21,Male,72.66,171.38,776372733,12/23/2020,4/13/2020,Available,6.979259,80.161246,"Ranwala Road, Pepiliyawala, Western Province, LK",19987584264V,AB+,CA/00184
Y17/D01090,Claud Colin,10/19/1975,44,Male,94.42,153.09,776372733,11/2/2020,2/22/2020,Available,6.74046,79.916316,"Gamunu Mawatha, Panadura, Western Province 12500, LK",19755395735V,O+,CA/00185
Y17/D01091,Kenny Ken,7/14/1983,36,Male,65.45,177.43,715837482,10/31/2020,2/20/2020,Not Available,6.831549,80.104927,"Meeriyagalla Road, Padukka WP, Western Province 10500, LK",19836774548V,A+,CA/00186
Y17/D01092,Emerson Ross,5/30/1976,43,Male,107.83,141.82,710113861,12/4/2020,3/25/2020,Available,6.915055,80.187223,"Thummodara-Puwakpitiya Road, Egodagama, Western Province, LK",19767374295V,A+,CA/00187
Y17/D01093,Kasey Rocco,9/10/1994,25,Female,67.05,176.09,776372733,9/15/2020,1/5/2020,Available,6.886357,80.145232,"Kaluaggala-Labugama-Kalatuwawa Road, Waga, Western Province, LK",19943101877V,A+,CA/00188
Y17/D01094,Micheal Tyrell,1/13/1978,42,Female,89.14,157.53,776372733,7/8/2020,10/28/2020,Available,6.755626,80.038791,"Batuwita-Kulupana Road, Kananwila, Western Province 12404, LK",19786704313V,O+,CA/00189
Y17/D01095,Elmo Jules,2/6/1977,43,Male,58.11,183.6,710113861,8/21/2020,12/11/2020,Available,6.908006,80.093894,"Dasawella Road, Kaluaggala, Western Province, LK",19771666833V,B+,CA/00190
Y17/D01097,Dennis Bradley,1/31/1983,37,Male,77.11,167.64,715837482,10/21/2020,2/10/2020,Available,6.842932,80.1405,"Village End Holiday Resort, Thummodara, Western Province 10500, LK",19838994949V,B+,CA/00191
Y17/D01098,Earle Doyle,11/26/1989,30,Female,69.82,173.76,776372733,11/2/2020,2/22/2020,Available,6.844859,79.954395,"High Level Road, Pannipitiya, Western Province 10230, LK",19892099355V,O+,CA/00192
Y17/D01099,Reginald Frances,10/10/1991,28,Male,53.02,187.89,776372733,10/25/2020,2/14/2020,Available,6.921518,80.10516,"Leisure World Entertainment Park, Suduwella, Western Province 10730, LK",19915665155V,O+,CA/00193
Y17/D01101,Raphael Hollis,2/22/1977,43,Male,72.05,171.89,715837482,9/6/2020,12/27/2020,Available,6.958137,80.124311,"Boalugoda - Akaravita Road, Akarawita, Western Province 10730, LK",19772678468V,A+,CA/00194
Y17/D01102,Lance Alberto,3/13/1991,29,Male,84.24,161.64,776712741,10/21/2020,2/10/2020,Not Available,6.821664,80.076647,"Liyanwala - Kurugala - Madulawa Road, Padukka WP, Western Province 10500, LK",19913588156V,A+,CA/00195
Y17/D01103,Pablo Elvis,11/6/1980,39,Male,109.49,140.43,776712741,7/13/2020,11/2/2020,Available,6.974974,79.869293,"Crow Island Road, Colombo, Western Province 00009, LK",19801400960V,AB+,CA/00196
Y17/D01104,Ronald Whitney,2/14/1987,33,Female,50.74,189.8,715837482,10/29/2020,2/18/2020,Available,6.89038,79.905873,"Sri Lanka Nippon Av, Sri Jayawardenapura Kotte, Western Province 10100, LK",19876982933V,O+,CA/00197
Y17/D01105,Harvey Herb,12/27/1986,33,Female,88.36,158.19,715837482,3/14/2020,7/4/2020,Available,6.793787,80.082655,"Galagedara-Horana Road, Kotigamgoda, Western Province, LK",19868098823V,B+,CA/00126
Y17/D01106,Sang Darrin,6/6/1992,27,Male,54.94,186.27,776712741,5/4/2020,8/24/2020,Not Available,6.789652,80.137315,"Poruwadanda-Handapangoda Road, Wewila, Western Province, LK",19928323286V,A+,CA/00123
Y17/D01107,Milan Miquel,2/22/1995,25,Female,104.09,144.96,710113861,6/26/2020,10/16/2020,Available,6.772128,79.960823,"Heraliyawala Road, Polgasowita, Western Province 10320, LK",19957213171V,B+,CA/00124
Y17/D01108,Leonardo Filiberto,8/11/1980,39,Female,94.25,153.23,710113861,1/18/2020,5/10/2020,Available,6.985498,80.124203,"Hanwella-Pugoda Road, Pepiliyawala, Western Province, LK",19802275358V,A+,CA/00125
Y17/D01109,Peter Garland,8/22/1983,36,Male,62.34,180.05,776372733,3/14/2020,7/4/2020,Available,6.932132,79.94452,"Ambatale Water Treatment Plant, Mulleriyawa, Western Province 10115, LK",19832185677V,A+,CA/00126
Y17/D01110,Valentine Shaun,1/5/1990,30,Male,92.68,154.55,710113861,2/28/2020,6/20/2020,Available,6.949621,80.099013,"Salawa-Akarawita Road, , Western Province 10730, LK",19905040140V,O+,CA/00127
Y17/D01111,Bo John,12/5/1997,22,Female,98.93,149.3,776372733,1/30/2020,5/22/2020,Available,6.774715,80.091786,"Millawa road, Gorokgoda, Western Province, LK",19974493245V,O+,CA/00128
Y17/D01112,Rigoberto Bruce,4/17/1991,29,Male,66.58,176.49,710113861,5/12/2020,9/1/2020,Available,6.878735,79.97725,"Outer Circular Expressway E02, Hokandara North, Western Province 10118, LK",19912022181V,B+,CA/00129
Y17/D01114,Ambrose Winston,2/14/1994,26,Male,109.59,140.35,776372733,4/10/2020,7/31/2020,Available,6.895332,80.19475,"Pagnangula Road, Hewainna, Sabaragamuwa Province, LK",19946933990V,B+,CA/00130
Y17/D01116,Marc Cecil,7/8/1982,37,Female,57.07,184.48,710113861,3/3/2020,6/23/2020,Available,6.8749,79.870614,"Dutugamunu Street, Colombo, Western Province 10350, LK",19823210050V,A+,CA/00131
Y17/D01117,Karl Timmy,7/16/1979,40,Male,109.3,140.58,776712741,2/20/2020,6/12/2020,Available,6.904498,80.181122,"Thummodara-Puwakpitiya Road, Egodagama, Western Province, LK",19798084100V,B+,CA/00132
Y17/D01118,Jasper Levi,4/5/2001,19,Male,57.26,184.32,776712741,1/6/2020,4/28/2020,Available,6.787181,79.943466,"Kesbewa - Kindelpitiya - Bandaragama Road, , Western Province, LK",20015409954V,B+,CA/00133
Y17/D01119,Duane Tyson,1/25/2000,20,Female,99.49,148.84,710113861,6/28/2020,10/18/2020,Available,6.80772,79.869699,"Sea Beach Road, Belekkade Junction, Western Province 10400, LK",20002461075V,O+,CA/00134
Y17/D01120,Alphonso David,4/22/2001,18,Female,71.97,171.96,776712741,5/2/2020,8/22/2020,Available,6.881373,80.146052,"Kaluaggala-Labugama-Kalatuwawa Road, Waga, Western Province, LK",20015668364V,B+,CA/00135
Y17/D01121,Deon Moises,10/30/1988,31,Male,101.18,147.41,710113861,4/4/2020,7/25/2020,Available,6.986706,79.990575,"Gonahena Road, Mawaramandiya, Western Province 11672, LK",19884322042V,B+,CA/00136
Y17/D01123,Nicolas Wilford,4/18/1982,38,Female,69.8,173.78,710113861,6/15/2020,10/5/2020,Available,6.983448,79.910392,"Hunupitiya Bandaranayake College, Wevelduwa, Western Province 11300, LK",19823042659V,B+,CA/00137
Y17/D01124,Jonathan Randy,11/19/1995,24,Male,58.23,183.5,710113861,3/2/2020,6/22/2020,Available,6.886097,80.008457,"Kaduwela Athurugiriya Road, Korathota, Western Province 10150, LK",19956423919V,O+,CA/00138
Y17/D01125,Bennett Branden,3/1/1992,28,Male,93.58,153.79,776372733,1/8/2020,4/30/2020,Available,6.990934,80.125621,"Hanwella-Pugoda Road, Pepiliyawala, Western Province, LK",19928456289V,AB+,CA/00139
Y17/D01126,Romeo Lesley,2/18/1977,43,Female,77.41,167.39,776712741,2/9/2020,6/1/2020,Available,6.962822,79.990145,"Biyagama Makola Road, Dimo Junction, Western Province 11672, LK",19777225844V,B+,CA/00140
Y17/D01127,Trevor Jeffry,7/28/1991,28,Male,100.77,147.76,710113861,4/3/2020,7/24/2020,Available,6.872638,79.908877,"Quarry Road, Sri Jayawardenapura Kotte, Western Province 10250, LK",19911293469V,B+,CA/00141
Y17/D01128,Adam Donovan,9/18/2002,17,Female,60.7,181.43,776712741,5/2/2020,8/22/2020,Available,6.936427,80.220669,"Galapitamada Road, Kotahera, Western Province, LK",20027451238V,A+,CA/00142
Y17/D01129,Austin Len,10/14/1992,27,Male,96.73,151.15,710113861,4/15/2020,8/5/2020,Available,6.803008,80.200249,"Udagama Road, , Sabaragamuwa Province, LK",19922841551V,AB+,CA/00143
Y17/D01130,Darron Theodore,9/19/1989,30,Male,103.28,145.65,710113861,3/19/2020,7/9/2020,Available,6.926454,80.219567,"Avissawella - Ratnapura Road, Meennana, Sabaragamuwa Province, LK",19899474976V,AB+,CA/00144
Y17/D01131,Julian Rod,6/29/1983,36,Male,83.07,162.63,710113861,4/14/2020,8/4/2020,Available,6.878405,80.230756,"Iddamalgoda Road, Bandarahena, Sabaragamuwa Province, LK",19831125383V,A+,CA/00145
Y17/D01132,Monty Jim,11/20/1987,32,Male,58.78,183.04,710113861,1/13/2020,5/5/2020,Available,6.828365,80.105557,"Meeriyagalla Road, Padukka WP, Western Province 10500, LK",19874520019V,AB+,CA/00146
Y17/D01133,Dominick Seymour,2/5/1975,45,Male,77.53,167.29,710113861,4/15/2020,8/5/2020,Available,6.840858,80.07869,"Godagama-Padukka Road, Padukka WP, Western Province 10500, LK",19753063133V,O+,CA/00147
Y17/D01134,Joe Carol,10/31/1992,27,Female,82.56,163.06,710113861,3/16/2020,7/6/2020,Available,6.937356,80.08951,"Hanwella-Pugoda Road, Pepiliyawala, Western Province, LK",19921526343V,A+,CA/00148
Y17/D01135,Juan Rico,8/28/1983,36,Male,59.02,182.84,710113861,3/8/2020,6/28/2020,Available,6.861932,80.068753,"State Printing Corporation, Meepe, Western Province 10500, LK",19835019304V,A+,CA/00149
Y17/D01136,Vern Numbers,2/11/1986,34,Male,55.88,185.48,776372733,1/1/2020,4/23/2020,Available,6.754112,80.01414,"Kubuka - Galanigama road, Raigama, Western Province 12404, LK",19861161956V,B+,CA/00150
Y17/D01137,Elmer Eddy,7/17/1988,31,Male,86.99,159.33,776712741,1/20/2020,5/12/2020,Available,6.837174,79.87422,"Canal Road, Bakery Junction, Western Province 10370, LK",19883365981V,O+,CA/00151
Y17/D01138,Abdul Lane,2/5/1996,24,Female,53.11,187.81,776372733,3/29/2020,7/19/2020,Available,6.965402,79.997882,"Kekuna Uyana 3rd Lane, Siyambalape Junction, Western Province 11672, LK",19962232475V,AB+,CA/00152
Y17/D01139,Donald Calvin,8/7/1987,32,Male,99.64,148.71,710113861,1/17/2020,5/9/2020,Available,6.896302,80.008082,"Kaduwela Athurugiriya Road, Korathota, Western Province 10150, LK",19875953666V,O+,CA/00153
Y17/D01141,Santiago Scottie,2/4/1977,43,Male,95.29,152.36,710113861,2/9/2020,6/1/2020,Available,6.789652,80.137315,"Poruwadanda-Handapangoda Road, Wewila, Western Province, LK",19779788967V,AB+,CA/00154
Y17/D01143,Andreas Haywood,11/3/1979,40,Male,55.42,185.87,715837482,1/20/2020,5/12/2020,Available,6.794044,80.055568,"Madulawa road, , Western Province 10500, LK",19799090192V,B+,CA/00155
Y17/D01144,Hank Robert,5/28/1995,24,Female,72.64,171.39,776372733,4/11/2020,8/1/2020,Available,6.996805,80.172689,"NIssarana Wanaya Road, Pepiliyawala, Western Province, LK",19958361729V,A+,CA/00156
Y17/D01145,Ward Carmen,9/6/1998,21,Male,88.16,158.36,776712741,5/18/2020,9/7/2020,Available,6.92893,80.121156,"Boralugoda-Mawalagama Road, Mawalgama, Western Province 10730, LK",19986380902V,B+,CA/00157
Y17/D01146,Terrence Reed,8/27/1987,32,Female,73.38,170.77,710113861,6/3/2020,9/23/2020,Available,6.833427,79.862047,"Mount Lavinia Hotel, Mount Lavinia, Western Province 10370, LK",19878756868V,B+,CA/00158
Y17/D01147,Titus Ramiro,5/11/1981,38,Female,79.22,165.87,776372733,1/27/2020,5/19/2020,Not Available,6.81506,79.949829,"Kobbekaduwa Mawatha, Gorakapitiya, Western Province 10320, LK",19815088131V,A+,CA/00159
Y17/D01148,Ariel Raleigh,10/28/2002,17,Male,87.46,158.94,776372733,2/17/2020,6/9/2020,Available,6.836502,80.143073,"Siyambalawa Road, Thummodara, Western Province 10500, LK",20024465002V,B+,CA/00160
Y17/D01149,Jorge Rhett,7/9/1990,29,Male,80.14,165.09,776712741,2/22/2020,6/14/2020,Available,6.922931,80.145544,"Kadugoda Road, Mawalgama, Western Province 10730, LK",19907683174V,O+,CA/00161
Y17/D01150,Jospeh Shawn,7/7/2000,19,Female,68.7,174.7,776712741,5/28/2020,9/17/2020,Available,6.878931,79.910182,"Raja Maha Vihara Road, Sri Jayawardenapura Kotte, Western Province 10250, LK",20006549207V,B+,CA/00162
Y17/D01151,Eddie Jewel,1/21/1986,34,Male,108.93,140.9,710113861,4/22/2020,8/12/2020,Available,6.856838,79.929352,"Delgahawatte Road, Pamunuwa Junction, Western Province 10280, LK",19863649718V,O+,CA/00163
Y17/D01152,Sanford Ricardo,4/3/2001,19,Male,71.32,172.5,715837482,4/12/2020,8/2/2020,Available,6.842941,80.105632,"Ganegoda Pedesa Road, Padukka WP, Western Province 10500, LK",20012005216V,O+,CA/00164
Y17/D01153,Wilson Chance,8/29/1998,21,Female,73.14,170.97,715837482,6/10/2020,9/30/2020,Available,6.905425,80.005296,"Kaduwela Athurugiriya Road, Korathota, Western Province 10150, LK",19988301183V,B+,CA/00165
Y17/D01154,Andre Homer,8/30/1993,26,Male,68.73,174.68,776372733,4/17/2020,8/7/2020,Available,6.800651,80.143957,"Meepe-Ingiriya Road, Wewila, Western Province, LK",19935692377V,A+,CA/00166
Y17/D01155,Laurence Frankie,7/28/1993,26,Male,79.05,166.01,710113861,4/7/2020,7/28/2020,Available,6.990072,80.081431,"Delgoda-Dekatana Road, Gampaha, Western Province, LK",19931945487V,A+,CA/00167
Y17/D01156,Clair Kim,7/24/2000,19,Male,56.73,184.77,715837482,5/22/2020,9/11/2020,Available,6.843359,79.90576,"Thalgahawatte Road, Pirivena Junction, Western Province 10280, LK",20006757472V,B+,CA/00168
Y17/D01157,Kip Buford,10/10/1988,31,Male,95.64,152.07,710113861,3/17/2020,7/7/2020,Available,6.833875,80.180873,"Labugama Tank, Labugama, Western Province, LK",19886434573V,A+,CA/00169
Y17/D01158,Gaston Walker,1/11/1987,33,Male,69.82,173.77,710113861,3/13/2020,7/3/2020,Available,6.904633,79.973436,"Kahanthota Road, Kahanthota, Western Province 10118, LK",19872238957V,B+,CA/00170
Y17/D01159,Dick Gale,4/19/1995,24,Female,66.92,176.2,710113861,6/1/2020,9/21/2020,Available,6.782643,79.903877,"Sri Devananda Road, Suwarapola, Western Province 10400, LK",19957725062V,B+,CA/00171
Y17/D01161,Alfonso Randal,9/15/2002,17,Male,63.1,179.41,715837482,5/16/2020,9/5/2020,Available,6.952786,80.223359,"Seethawaka Maligawa, Talduwa SGP, Sabaragamuwa Province, LK",20021713933V,B+,CA/00172
Y17/D01162,Scot Lynwood,4/6/1992,28,Female,99.49,148.83,776372733,11/28/2020,3/19/2020,Not Available,6.952379,79.994042,"New Kandy Rd, Peragas Junction, Western Province 11672, LK",19922366797V,AB+,CA/00173
Y17/D01163,Gordon Hoyt,7/26/2000,19,Male,90.65,156.26,710113861,12/19/2020,4/9/2020,Available,6.894101,80.195421,"Pagnangula Road, Hewainna, Sabaragamuwa Province, LK",20006312496V,O+,CA/00174
Y17/D01164,Harley Angelo,1/28/1979,41,Male,90.13,156.7,776712741,7/18/2020,11/7/2020,Available,6.729857,79.896798,"Galle Road New Deviation, , Western Province, LK",19797293418V,A+,CA/00175
Y17/D01165,Larry Ivan,11/29/2001,18,Female,72.04,171.9,776372733,9/8/2020,12/29/2020,Not Available,6.88538,79.943823,"14th Lane, Sri Jayawardenapura Kotte, Western Province 10120, LK",20012893141V,B+,CA/00176
Y17/D01167,Donnell William,10/4/1990,29,Male,95.51,152.18,776712741,8/31/2020,12/21/2020,Available,6.780489,79.901532,"Sudarmarathnarama Mawatha, Rawathawatta, Western Province 10400, LK",19901971726V,A+,CA/00177
Y17/D01168,Benton Ralph,6/5/1992,27,Male,108.54,141.23,776372733,7/30/2020,11/19/2020,Available,6.949666,79.948622,"Neville Home 254/5/B, , Western Province 11640, LK",19928775474V,B+,CA/00178
Y17/D01169,Merle Hipolito,10/12/1992,27,Female,101.78,146.91,715837482,11/12/2020,3/3/2020,Available,6.910546,79.907509,"Buthgamuwa Road, Sri Jayawardenapura Kotte, Western Province 10100, LK",19929596980V,A+,CA/00179
Y17/D01170,Felton Bud,9/3/1986,33,Female,85.15,160.88,715837482,10/29/2020,2/18/2020,Available,6.77114,80.079255,"Thalgahavila road, Handupelpola, Western Province 12400, LK",19866925393V,A+,CA/00180
Y17/D01171,Carter Frederick,4/22/1994,25,Male,97.37,150.61,776712741,9/3/2020,12/24/2020,Available,6.83045,79.86636,"Samudrasanna Road, Mount Lavinia, Western Province 10370, LK",19946843485V,O+,CA/00181
